date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:10:21	32491/32491	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:49%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/700x700_6.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/700x700_6.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:22	45195/45195	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:50%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/700x700_7.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/700x700_7.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:23	28835/28835	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:06:03%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/700x700_8.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/700x700_8.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:25	66759/66759	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:06:02%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/700x700_9.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/700x700_9.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:25	78968/78968	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:12%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/700x700_10.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/700x700_10.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:27	81124/81124	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:13%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/blog/700x600_1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/blog/700x600_1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:28	53777/53777	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:14%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/blog/700x600_2.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/blog/700x600_2.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:29	64318/64318	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:12%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/blog/700x700_4.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/blog/700x700_4.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:30	89501/89501	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:45%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/jquery-3.6.0.min.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/jquery-3.6.0.min.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:30	59219/59219	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:52%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/bootstrap.min.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/bootstrap.min.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:31	8496/8496	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:55%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/modernizr.custom.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/modernizr.custom.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:32	8063/8063	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:44%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/jquery.easing.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/jquery.easing.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:33	3188/3188	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:36%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/jquery.appear.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/jquery.appear.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:34	1034/1034	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:50%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/jquery.scrollto.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/jquery.scrollto.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:35	2699/2699	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:59%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/menu.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/menu.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:37	370982/370982	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:57%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/materialize.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/materialize.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:38	4354/4354	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:48%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/jquery.vide.min.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/jquery.vide.min.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:38	110169/110169	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:39%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/datetimepicker.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/datetimepicker.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:39	5594/5594	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:56%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/imagesloaded.pkgd.min.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/imagesloaded.pkgd.min.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:40	35445/35445	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:37%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/isotope.pkgd.min.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/isotope.pkgd.min.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:41	41110/41110	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:58%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/jquery.flexslider.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/jquery.flexslider.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:42	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:49%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/owl.carousel.min.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/owl.carousel.min.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:43	20216/20216	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:41%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/jquery.magnific-popup.min.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/jquery.magnific-popup.min.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:44	3651/3651	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:07:01%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/booking-form.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/booking-form.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:45	2255/2255	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:42%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/contact-form.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/contact-form.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:46	24368/24368	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:40%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/jquery.validate.min.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/jquery.validate.min.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:47	2381/2381	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:54%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/jquery.ajaxchimp.min.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/jquery.ajaxchimp.min.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:48	16406/16406	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:43%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/wow.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/wow.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:49	12945/12945	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:46%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/custom.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/custom.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:50	134/134	---M--	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:47%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/changer.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/changer.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:51	4946/4946	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2004%20Jan%202022%2017:06:53%20GMT	https://dsathemes.com/html/la_notte_1.1/files/js/styleswitch.js	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/js/styleswitch.js	(from https://dsathemes.com/html/la_notte_1.1/files/demo-4.html)
01:10:53	62024/62024	---M--	200	added ('OK')	font/ttf	date:Tue,%2004%20Jan%202022%2017:07:08%20GMT	https://dsathemes.com/html/la_notte_1.1/files/fonts/flaticon.ttf?37838e573d8eb3b9effe3d291aafe6ff	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/fonts/flaticon585b.ttf	(from https://dsathemes.com/html/la_notte_1.1/files/css/flaticon.css)
01:10:53	36648/36648	---M--	200	added ('OK')	font/woff	date:Tue,%2004%20Jan%202022%2017:07:06%20GMT	https://dsathemes.com/html/la_notte_1.1/files/fonts/flaticon.woff?37838e573d8eb3b9effe3d291aafe6ff	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/fonts/flaticon585b.woff	(from https://dsathemes.com/html/la_notte_1.1/files/css/flaticon.css)
01:10:54	30736/30736	---M--	200	added ('OK')	font/woff2	date:Tue,%2004%20Jan%202022%2017:07:09%20GMT	https://dsathemes.com/html/la_notte_1.1/files/fonts/flaticon.woff2?37838e573d8eb3b9effe3d291aafe6ff	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/fonts/flaticon585b.woff2	(from https://dsathemes.com/html/la_notte_1.1/files/css/flaticon.css)
01:10:55	62192/62192	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2004%20Jan%202022%2017:07:07%20GMT	https://dsathemes.com/html/la_notte_1.1/files/fonts/flaticon.eot?37838e573d8eb3b9effe3d291aafe6ff	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/fonts/flaticon585b.eot	(from https://dsathemes.com/html/la_notte_1.1/files/css/flaticon.css)
01:10:57	645455/645455	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2004%20Jan%202022%2017:07:11%20GMT	https://dsathemes.com/html/la_notte_1.1/files/fonts/flaticon.svg?37838e573d8eb3b9effe3d291aafe6ff	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/fonts/flaticon585b.svg	(from https://dsathemes.com/html/la_notte_1.1/files/css/flaticon.css)
01:10:58	10351/10351	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Jun%202022%2018:10:58%20GMT	https://dsathemes.com/html/la_notte_1.1/files/img/icons/bg_direction_nav.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/img/icons/bg_direction_nav.6e.delayed	(from https://dsathemes.com/html/la_notte_1.1/files/css/flexslider.css)
01:10:58	10351/10351	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Jun%202022%2018:10:58%20GMT	https://dsathemes.com/html/la_notte_1.1/files/css/owl.video.play.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/css/owl.video.play.png	(from https://dsathemes.com/html/la_notte_1.1/files/css/owl.carousel.min.css)
01:10:59	39610/39610	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:06:06%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/tra-bg.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/tra-bg.png	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:01	85580/85580	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:59%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/hero-3.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/hero-3.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:02	46648/46648	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:31%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/hero-9.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/hero-9.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:04	116611/116611	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:34%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/about-12-img.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/about-12-img.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:04	162096/162096	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:06:10%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/video.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/video.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:05	20407/20407	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:05:57%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/gift-card.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/gift-card.png	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:06	21327/21327	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:06:04%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/pb_4-2.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/pb_4-2.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:06	14127/14127	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:06:00%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/pb_4-1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/pb_4-1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:07	55695/55695	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:54%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/banner-1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/banner-1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:09	81778/81778	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:43%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/banner-2.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/banner-2.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:10	43402/43402	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:21%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/banner-4.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/banner-4.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:10	96269/96269	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:39%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/banner-3.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/banner-3.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:12	110750/110750	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:09%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/banner-5.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/banner-5.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:14	65504/65504	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:47%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/about-page.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/about-page.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:14	162096/162096	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:24%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/banner-6.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/banner-6.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:15	116751/116751	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:06:11%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/booking-page.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/booking-page.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:16	96805/96805	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:06:20%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/careers-page.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/careers-page.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:17	99474/99474	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:55%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/contacts-page.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/contacts-page.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:18	98279/98279	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:06%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/faqs-page.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/faqs-page.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:18	10351/10351	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Jun%202022%2018:11:18%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/gallery-page.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/gallery-page.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:19	33380/33380	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:04:58%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/gift-cards-page.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/gift-cards-page.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:20	38262/38262	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:15%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/pricing-page.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/pricing-page.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:21	49854/49854	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:06:30%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/team-page.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/team-page.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:22	267/267	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:06:34%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/back-to-top.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/back-to-top.png	(from https://dsathemes.com/html/la_notte_1.1/files/css/style.css)
01:11:23	27436/27436	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:08:28%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-04.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/color-scheme/l-04.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-1.html)
01:11:25	125832/125832	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:57%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/slider/slide-1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/slider/slide-1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-1.html)
01:11:26	41626/41626	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:55%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/slider/slide-2.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/slider/slide-2.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-1.html)
01:11:27	89435/89435	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:07:56%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/slider/slide-3.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/slider/slide-3.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-1.html)
01:11:27	43041/43041	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:04:55%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/800x700_3.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/800x700_3.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-1.html)
01:11:28	36975/36975	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:05:30%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/700x700_1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/700x700_1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-1.html)
01:11:30	92081/92081	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:04:52%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/800x700_2.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/800x700_2.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-1.html)
01:11:31	190479/190479	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Jan%202022%2017:05:27%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/hero-2-img.png	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/hero-2-img.png	(from https://dsathemes.com/html/la_notte_1.1/files/demo-2.html)
01:11:32	79744/79744	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:06:19%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/700x900_1.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/700x900_1.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-2.html)
01:11:33	93957/93957	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Jan%202022%2017:06:15%20GMT	https://dsathemes.com/html/la_notte_1.1/files/images/700x900_2.jpg	/Volumes/DATAHD/Thang/project/thaotokyo/template/dsathemes.com/html/la_notte_1.1/files/images/700x900_2.jpg	(from https://dsathemes.com/html/la_notte_1.1/files/demo-2.html)
